,id,text,bias
745,746,"Science always has the potential to be the protector of man . 
",0
746,747,"Thus , the mother has to do this five times and then she has to increase it upto ten times a day . 
",2
747,748,"These are some extracts from the last speech of Salvador Allende (pronounced Ayen-they). He was then the President of Chile, a country in South America. The speech was given on the morning of September , the day his government was overthrown by the military. Allende was the founder leader of the Socialist Party of Chile and led the Popular Unity coalition to victory in the presidential election in . After being elected the President, Allende had taken several policy decisions to help the poor and the workers. These included reform of the educational system, free milk for children and redistribution of land to the landless farmers. He was opposed to foreign companies taking away natural resources like copper from the country. The landlords, the rich and the Church opposed his policies. Some other political parties in Chile also opposed his government. 
",0
748,749,"If she wants to make any change of the preplanned action , she will use her imagination and creative power . 
",2
749,750,"He depends on the land for his existence . 
",0
750,751,"In his daily life man faces the unlimited wants of goods like food , clothing , housing , medicine etc . 
",2
751,752,"They cause different diseases of man and plants . 
",0
752,753,"The common man of the Third Estate bears the First and the Second Estates French Middle Class The progress of trade , industry and banking led to the rise of cities in France . 
",2
753,754,"These are the responsibilities and duties of a home manager towards her family . 
",0
754,755,"The Prime Minister of India is the leader of the ruling party in the Lok Sabha. From the MPs who belong to her party, the Prime Minister selects ministers to work with her to implement decisions. These ministers then take charge of different areas of government functioning like health, education, finance etc. 
",2
755,756,"The organization where there is only one owner who procures capital by his own personal initiative and discharges all the responsibilities of the business including risk bearing , is called Single Ownership Business . 
",0
756,757,"When a person has breathing problems he is given oxygen. 
",2
757,758,"The Constitution does not say very much about the powers of the Prime Minister or the ministers or their relationship with each other. But as head of the government, the Prime Minister has wide ranging powers. He chairs Cabinet meetings. He coordinates the work of different Departments. His decisions are final in case disagreements arise between Departments. He exercises general supervision of different ministries. All ministers work under his leadership. The Prime Minister distributes and redistributes work to the ministers. He also has the power to dismiss ministers. When the Prime Minister quits, the entire ministry quits. 
",0
758,759,"Your friend sat down after he had run one kilometre . 
",2
759,760,"The flowers and fruits of new plants bear the similar characteristics as those of its mother plant . 
",0
760,761,"Man s capacity for justice makes democracy possible, but man s inclination to injustice makes democracy necessary 
",2
761,762,"According to our social tradition , the housewife has the responsibility to look after her father - in - law , mother - in - law , husband and children . 
",0
762,763,"Chasing Skills : - a ) Sitting in the box : - Types of sitting in the box ) Parallel toe Method : In this method the chaser sits in his box keeping both his feet parallel and in line with each other . 
",2
763,764,"So , the economic activities of man are of two types : Money earning related activities and ( B ) money spending related activities . 
",0
764,765,"The income received by the common man is lower than the per capita income . 
",2
765,766,"Each man lives in some society or other . 
",0
766,767,"Denial of rights of men occur at different places like service arrangements , military , police , local bodies , educational institutions etc. . 
",2
767,768,"Man and other animals are directly dependent on plants . 
",0
768,769,"Fifthly, we use language to tell others about what we feel and experience. Suppose an early hunter-gatherer saw a tree full of ripe fruits in a far off place, how could she, if she couldn t use any language, tell her friends what she found and where? Suppose you are hurt and in pain, how can you tell your parents about it without using any language? 
",2
